API,Interface,Specification,Microsoft Edge,Google Chrome,Mozilla Firefox,Apple Safari,Documents
filename,Plugin,True,True,True,True,False,"html51"
item,Plugin,True,True,True,True,True,"html51"
length,Plugin,True,True,True,True,True,"html51"
name,Plugin,True,True,True,True,False,"html51"
namedItem,Plugin,True,True,True,True,True,"html51"
prototype,Plugin,True,True,True,True,True,"html51"
version,Plugin,False,True,False,True,False,""
0,PluginArray,False,True,True,True,True,""
1,PluginArray,False,True,True,False,True,""
2,PluginArray,False,False,True,False,True,""
3,PluginArray,False,False,True,False,True,""
4,PluginArray,False,False,False,False,True,""
5,PluginArray,False,False,False,False,True,""
6,PluginArray,False,False,False,False,True,""
7,PluginArray,False,False,False,False,True,""
arguments,PluginArray,False,True,True,False,False,""
caller,PluginArray,False,True,True,False,False,""
constructor,PluginArray,True,True,True,True,False,"html51"
item,PluginArray,True,True,True,True,True,"html51"
length,PluginArray,True,True,True,True,True,"html51"
name,PluginArray,True,True,True,True,False,"html51"
namedItem,PluginArray,True,True,True,True,True,"html51"
prototype,PluginArray,True,True,True,True,True,"html51"
refresh,PluginArray,True,True,True,True,True,"html51"
Silverlight Plug-In,PluginArray,False,False,False,True,False,""
arguments,PointerEvent,False,True,False,False,False,""
caller,PointerEvent,False,True,False,False,False,""
constructor,PointerEvent,True,True,False,False,False,"pointerevents"
height,PointerEvent,True,True,False,False,False,"pointerevents"
hwTimestamp,PointerEvent,False,True,False,False,False,""
initPointerEvent,PointerEvent,False,True,False,False,False,""
isPrimary,PointerEvent,True,True,False,False,False,"pointerevents"
length,PointerEvent,True,False,False,False,False,"pointerevents"
name,PointerEvent,True,True,False,False,False,"pointerevents"
pointerId,PointerEvent,True,True,False,False,False,"pointerevents"
pointerType,PointerEvent,True,True,False,False,False,"pointerevents"
pressure,PointerEvent,True,True,False,False,False,"pointerevents"
prototype,PointerEvent,True,True,False,False,False,"pointerevents"
rotation,PointerEvent,False,True,False,False,False,""
tiltX,PointerEvent,True,True,False,False,False,"pointerevents"
tiltY,PointerEvent,True,True,False,False,False,"pointerevents"
width,PointerEvent,True,True,False,False,False,"pointerevents"
arguments,PopStateEvent,False,True,True,False,False,""
caller,PopStateEvent,False,True,True,False,False,""
constructor,PopStateEvent,True,True,True,True,True,"html51"
initPopStateEvent,PopStateEvent,False,True,False,False,False,""
length,PopStateEvent,True,False,True,True,True,"html51"
name,PopStateEvent,True,True,True,True,False,"html51"
prototype,PopStateEvent,True,True,True,True,True,"html51"
state,PopStateEvent,True,True,True,True,True,"html51"
constructor,PositionValue,True,False,False,False,False,"cssomvalues"
length,PositionValue,True,False,False,False,False,"cssomvalues"
name,PositionValue,True,False,False,False,False,"cssomvalues"
prototype,PositionValue,True,False,False,False,False,"cssomvalues"
x,PositionValue,True,False,False,False,False,"cssomvalues"
y,PositionValue,True,False,False,False,False,"cssomvalues"
arguments,Presentation,False,False,True,False,False,""
caller,Presentation,False,False,True,False,False,""
constructor,Presentation,True,False,True,False,False,"presentation-api"
defaultRequest,Presentation,True,False,True,False,False,"presentation-api"
length,Presentation,True,False,True,False,False,"presentation-api"
name,Presentation,True,False,True,False,False,"presentation-api"
prototype,Presentation,True,False,True,False,False,"presentation-api"
receiver,Presentation,True,False,False,False,False,"presentation-api"
arguments,PresentationAvailability,False,False,True,False,False,""
caller,PresentationAvailability,False,False,True,False,False,""
constructor,PresentationAvailability,True,False,True,False,False,"presentation-api"
length,PresentationAvailability,True,False,True,False,False,"presentation-api"
name,PresentationAvailability,True,False,True,False,False,"presentation-api"
onchange,PresentationAvailability,True,False,True,False,False,"presentation-api"
prototype,PresentationAvailability,True,False,True,False,False,"presentation-api"
value,PresentationAvailability,True,False,True,False,False,"presentation-api"
arguments,PresentationConnection,False,False,True,False,False,""
binaryType,PresentationConnection,True,False,True,False,False,"presentation-api"
caller,PresentationConnection,False,False,True,False,False,""
close,PresentationConnection,True,False,True,False,False,"presentation-api"
constructor,PresentationConnection,True,False,True,False,False,"presentation-api"
id,PresentationConnection,True,False,True,False,False,"presentation-api"
length,PresentationConnection,True,False,True,False,False,"presentation-api"
name,PresentationConnection,True,False,True,False,False,"presentation-api"
onclose,PresentationConnection,True,False,False,False,False,"presentation-api"
onconnect,PresentationConnection,True,False,False,False,False,"presentation-api"
onmessage,PresentationConnection,True,False,True,False,False,"presentation-api"
onstatechange,PresentationConnection,False,False,True,False,False,""
onterminate,PresentationConnection,True,False,False,False,False,"presentation-api"
prototype,PresentationConnection,True,False,True,False,False,"presentation-api"
send,PresentationConnection,True,False,True,False,False,"presentation-api"
state,PresentationConnection,True,False,True,False,False,"presentation-api"
terminate,PresentationConnection,True,False,True,False,False,"presentation-api"
arguments,PresentationConnectionAvailableEvent,False,False,True,False,False,""
caller,PresentationConnectionAvailableEvent,False,False,True,False,False,""
connection,PresentationConnectionAvailableEvent,True,False,True,False,False,"presentation-api"
constructor,PresentationConnectionAvailableEvent,True,False,True,False,False,"presentation-api"
length,PresentationConnectionAvailableEvent,True,False,True,False,False,"presentation-api"
name,PresentationConnectionAvailableEvent,True,False,True,False,False,"presentation-api"
prototype,PresentationConnectionAvailableEvent,True,False,True,False,False,"presentation-api"
constructor,PresentationConnectionClosedEvent,True,False,False,False,False,"presentation-api"
length,PresentationConnectionClosedEvent,True,False,False,False,False,"presentation-api"
message,PresentationConnectionClosedEvent,True,False,False,False,False,"presentation-api"
name,PresentationConnectionClosedEvent,True,False,False,False,False,"presentation-api"
prototype,PresentationConnectionClosedEvent,True,False,False,False,False,"presentation-api"
reason,PresentationConnectionClosedEvent,True,False,False,False,False,"presentation-api"
connections,PresentationConnectionList,True,False,False,False,False,"presentation-api"
constructor,PresentationConnectionList,True,False,False,False,False,"presentation-api"
length,PresentationConnectionList,True,False,False,False,False,"presentation-api"
name,PresentationConnectionList,True,False,False,False,False,"presentation-api"
onconnectionavailable,PresentationConnectionList,True,False,False,False,False,"presentation-api"
prototype,PresentationConnectionList,True,False,False,False,False,"presentation-api"
connectionList,PresentationReceiver,True,False,False,False,False,"presentation-api"
constructor,PresentationReceiver,True,False,False,False,False,"presentation-api"
length,PresentationReceiver,True,False,False,False,False,"presentation-api"
name,PresentationReceiver,True,False,False,False,False,"presentation-api"
prototype,PresentationReceiver,True,False,False,False,False,"presentation-api"
arguments,PresentationRequest,False,False,True,False,False,""
caller,PresentationRequest,False,False,True,False,False,""
constructor,PresentationRequest,True,False,True,False,False,"presentation-api"
getAvailability,PresentationRequest,True,False,True,False,False,"presentation-api"
length,PresentationRequest,True,False,True,False,False,"presentation-api"
name,PresentationRequest,True,False,True,False,False,"presentation-api"
onconnectionavailable,PresentationRequest,True,False,True,False,False,"presentation-api"
prototype,PresentationRequest,True,False,True,False,False,"presentation-api"
reconnect,PresentationRequest,True,False,True,False,False,"presentation-api"
start,PresentationRequest,True,False,True,False,False,"presentation-api"
arguments,ProcessingInstruction,False,True,True,False,False,""
caller,ProcessingInstruction,False,True,True,False,False,""
constructor,ProcessingInstruction,True,True,True,True,True,"dom,dom2core,dom3core"
data,ProcessingInstruction,True,False,False,False,False,"dom2core,dom3core"
length,ProcessingInstruction,True,False,True,True,True,"dom,dom2core,dom3core"
name,ProcessingInstruction,True,True,True,True,False,"dom,dom2core,dom3core"
prototype,ProcessingInstruction,True,True,True,True,True,"dom,dom2core,dom3core"
sheet,ProcessingInstruction,True,False,True,False,True,"cssom,dom2style"
target,ProcessingInstruction,True,True,True,True,True,"dom,dom2core,dom3core"
arguments,ProgressEvent,False,True,True,False,False,""
caller,ProgressEvent,False,True,True,False,False,""
constructor,ProgressEvent,True,True,True,True,True,"xhr"
initProgressEvent,ProgressEvent,False,True,False,False,False,""
length,ProgressEvent,True,False,True,True,True,"xhr"
lengthComputable,ProgressEvent,True,True,True,True,True,"xhr"
loaded,ProgressEvent,True,True,True,True,True,"xhr"
name,ProgressEvent,True,True,True,True,False,"xhr"
prototype,ProgressEvent,True,True,True,True,True,"xhr"
total,ProgressEvent,True,True,True,True,True,"xhr"
accept,Promise,False,False,True,False,False,""
all,Promise,True,True,True,True,True,"es6"
arguments,Promise,False,True,False,False,False,""
caller,Promise,False,True,False,False,False,""
catch,Promise,True,True,True,True,True,"es6"
chain,Promise,False,False,True,False,False,""
constructor,Promise,True,True,True,True,True,"es6"
defer,Promise,False,False,True,False,False,""
length,Promise,True,True,True,True,True,"es6"
name,Promise,True,True,True,True,True,"es6"
prototype,Promise,True,True,True,True,True,"es6"
race,Promise,True,True,True,True,True,"es6"
reject,Promise,True,True,True,True,True,"es6"
resolve,Promise,True,True,True,True,True,"es6"
then,Promise,True,True,True,True,True,"es6"
arguments,Proxy,False,True,False,False,False,""
caller,Proxy,False,True,False,False,False,""
constructor,Proxy,True,False,False,False,False,"es6"
create,Proxy,False,False,False,True,False,""
createFunction,Proxy,False,False,False,True,False,""
length,Proxy,True,True,False,True,False,"es6"
name,Proxy,True,True,False,True,False,"es6"
prototype,Proxy,True,False,False,False,False,"es6"
revocable,Proxy,True,True,False,True,False,"es6"
constructor,PushEvent,True,False,False,False,False,"push-api"
data,PushEvent,True,False,False,False,False,"push-api"
length,PushEvent,True,False,False,False,False,"push-api"
name,PushEvent,True,False,False,False,False,"push-api"
prototype,PushEvent,True,False,False,False,False,"push-api"
arguments,PushManager,False,False,True,False,False,""
caller,PushManager,False,False,True,False,False,""
constructor,PushManager,True,False,True,True,False,"push-api"
getSubscription,PushManager,True,False,True,True,False,"push-api"
length,PushManager,True,False,True,True,False,"push-api"
name,PushManager,True,False,True,True,False,"push-api"
permissionState,PushManager,True,False,True,True,False,"push-api"
prototype,PushManager,True,False,True,True,False,"push-api"
subscribe,PushManager,True,False,True,True,False,"push-api"
arrayBuffer,PushMessageData,True,False,False,False,False,"push-api"
blob,PushMessageData,True,False,False,False,False,"push-api"
constructor,PushMessageData,True,False,False,False,False,"push-api"
json,PushMessageData,True,False,False,False,False,"push-api"
length,PushMessageData,True,False,False,False,False,"push-api"
name,PushMessageData,True,False,False,False,False,"push-api"
prototype,PushMessageData,True,False,False,False,False,"push-api"
text,PushMessageData,True,False,False,False,False,"push-api"
arguments,PushSubscription,False,False,True,False,False,""
caller,PushSubscription,False,False,True,False,False,""
constructor,PushSubscription,True,False,True,True,False,"push-api"
endpoint,PushSubscription,True,False,True,True,False,"push-api"
getKey,PushSubscription,True,False,False,True,False,"push-api"
length,PushSubscription,True,False,True,True,False,"push-api"
name,PushSubscription,True,False,True,True,False,"push-api"
prototype,PushSubscription,True,False,True,True,False,"push-api"
toJSON,PushSubscription,True,False,True,True,False,"push-api"
unsubscribe,PushSubscription,True,False,True,True,False,"push-api"
arguments,RadioNodeList,False,False,True,False,False,""
caller,RadioNodeList,False,False,True,False,False,""
constructor,RadioNodeList,True,False,True,True,False,"html51"
length,RadioNodeList,True,False,True,True,False,"html51"
name,RadioNodeList,True,False,True,True,False,"html51"
prototype,RadioNodeList,True,False,True,True,False,"html51"
value,RadioNodeList,True,False,True,True,False,"html51"
arguments,Range,False,True,True,False,False,""
caller,Range,False,True,True,False,False,""
cloneContents,Range,True,True,True,True,True,"dom,dom2traversal"
cloneRange,Range,True,True,True,True,True,"dom,dom2traversal"
collapse,Range,True,True,True,True,True,"dom,dom2traversal"
collapsed,Range,True,True,True,True,True,"dom,dom2traversal"
commonAncestorContainer,Range,True,True,True,True,True,"dom,dom2traversal"
compareBoundaryPoints,Range,True,True,True,True,True,"dom,dom2traversal"
compareNode,Range,False,False,False,False,True,""
comparePoint,Range,True,False,True,True,True,"dom"
constructor,Range,True,True,True,True,True,"cssom-view,dom,dom2traversal,dom-parsing"
createContextualFragment,Range,True,True,True,True,True,"dom-parsing"
deleteContents,Range,True,True,True,True,True,"dom,dom2traversal"
detach,Range,True,True,True,True,True,"dom,dom2traversal"
END_TO_END,Range,True,True,True,True,True,"dom,dom2traversal"
